,rating,date,variation,verified_reviews,feedback,verified_reviews_tokenized,verified_reviews_clean
2489,5,2018-07-30,Black  Dot,small size works great in our sunroom,1,"['small', 'size', 'works', 'great', 'in', 'our', 'sunroom']",
2490,4,2018-07-30,White  Dot,i like it and it’s helful but it can only do certain thongs that is supported by amazon,1,"['i', 'like', 'it', 'and', 'it\xe2\x80\x99s', 'helful', 'but', 'it', 'can', 'only', 'do', 'certain', 'thongs', 'that', 'is', 'supported', 'by', 'amazon']",
2491,1,2018-07-30,Black  Dot,i reached out to amazon because the device wanted to sync my phone number but it would not allow because it said my number was already in use  customer service couldnt help they basically told me to contact sprint to assist  so echo does the bare minimum without access to my phone for set up so its kind of pointless to have and pay for,0,"['i', 'reached', 'out', 'to', 'amazon', 'because', 'the', 'device', 'wanted', 'to', 'sync', 'my', 'phone', 'number', 'but', 'it', 'would', 'not', 'allow', 'because', 'it', 'said', 'my', 'number', 'was', 'already', 'in', 'use', 'customer', 'service', 'couldnt', 'help', 'they', 'basically', 'told', 'me', 'to', 'contact', 'sprint', 'to', 'assist', 'so', 'echo', 'does', 'the', 'bare', 'minimum', 'without', 'access', 'to', 'my', 'phone', 'for', 'set', 'up', 'so', 'its', 'kind', 'of', 'pointless', 'to', 'have', 'and', 'pay', 'for']",
2492,3,2018-07-30,Black  Dot,it won’t work as a blue tooth speaker with my tvit connects but won’t work,1,"['it', 'won\xe2\x80\x99t', 'work', 'as', 'a', 'blue', 'tooth', 'speaker', 'with', 'my', 'tvit', 'connects', 'but', 'won\xe2\x80\x99t', 'work']",
2493,4,2018-07-30,Black  Dot,ive only got to use it for a couple of weeks before having to go into the hospital but had good time with it for the short time i did use it it was fun trying to use alexa,1,"['ive', 'only', 'got', 'to', 'use', 'it', 'for', 'a', 'couple', 'of', 'weeks', 'before', 'having', 'to', 'go', 'into', 'the', 'hospital', 'but', 'had', 'good', 'time', 'with', 'it', 'for', 'the', 'short', 'time', 'i', 'did', 'use', 'it', 'it', 'was', 'fun', 'trying', 'to', 'use', 'alexa']",
2494,5,2018-07-30,Black  Dot,this was an impulse buy but turns out i really enjoy my new dot my grands love requesting songs and playing games i like listening to my audible selection keeping up with my to do lists and discovering new alexa skills fun and practical my echo dot has been a surprisingly welcome addition to my home,1,"['this', 'was', 'an', 'impulse', 'buy', 'but', 'turns', 'out', 'i', 'really', 'enjoy', 'my', 'new', 'dot', 'my', 'grands', 'love', 'requesting', 'songs', 'and', 'playing', 'games', 'i', 'like', 'listening', 'to', 'my', 'audible', 'selection', 'keeping', 'up', 'with', 'my', 'to', 'do', 'lists', 'and', 'discovering', 'new', 'alexa', 'skills', 'fun', 'and', 'practical', 'my', 'echo', 'dot', 'has', 'been', 'a', 'surprisingly', 'welcome', 'addition', 'to', 'my', 'home']",
2495,5,2018-07-30,Black  Dot,great product at a great price,1,"['great', 'product', 'at', 'a', 'great', 'price']",
2496,4,2018-07-30,Black  Dot,my son loves his echo dot,1,"['my', 'son', 'loves', 'his', 'echo', 'dot']",
2497,5,2018-07-30,Black  Dot,love these  great in the bathroom to listen to the news during showering  or listen to cnn live with serius sm,1,"['love', 'these', 'great', 'in', 'the', 'bathroom', 'to', 'listen', 'to', 'the', 'news', 'during', 'showering', 'or', 'listen', 'to', 'cnn', 'live', 'with', 'serius', 'sm']",
2498,5,2018-07-30,White  Dot,i like it alot i connected it so i can play my pandora and i asked about the weather  time every morning i got rid of my old fashioned digitol clock because i can have my music play unlimited on this im going to ask it about vacations and a few other things once i get more comfortable with it definitely worth the money,1,"['i', 'like', 'it', 'alot', 'i', 'connected', 'it', 'so', 'i', 'can', 'play', 'my', 'pandora', 'and', 'i', 'asked', 'about', 'the', 'weather', 'time', 'every', 'morning', 'i', 'got', 'rid', 'of', 'my', 'old', 'fashioned', 'digitol', 'clock', 'because', 'i', 'can', 'have', 'my', 'music', 'play', 'unlimited', 'on', 'this', 'im', 'going', 'to', 'ask', 'it', 'about', 'vacations', 'and', 'a', 'few', 'other', 'things', 'once', 'i', 'get', 'more', 'comfortable', 'with', 'it', 'definitely', 'worth', 'the', 'money']",
2499,4,2018-07-30,White  Dot,it plays music that i request,1,"['it', 'plays', 'music', 'that', 'i', 'request']",
2500,1,2018-07-30,Black  Dot,i didnt like that almost everytime i asked alexa a question she would say i dont know that or i havent learned that,0,"['i', 'didnt', 'like', 'that', 'almost', 'everytime', 'i', 'asked', 'alexa', 'a', 'question', 'she', 'would', 'say', 'i', 'dont', 'know', 'that', 'or', 'i', 'havent', 'learned', 'that']",
2501,4,2018-07-30,Black  Dot,luv it  its a great product,1,"['luv', 'it', 'its', 'a', 'great', 'product']",
2502,5,2018-07-30,Black  Dot,what can i say well i’m a  paranoid it person of  years but got hooked on the idea of cloud based home control so yes i love my echo stuff but i did create a isolated vlan on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app be carful with these people  entering your wifi password on a site that’s not vetted and your location when the app askes is not a good thing try to stay with devices that  work directly with the alexa hub with no thirdparty app amazon has more control of these types of devices and how the  sensitive information is handled,1,"['what', 'can', 'i', 'say', 'well', 'i\xe2\x80\x99m', 'a', 'paranoid', 'it', 'person', 'of', 'years', 'but', 'got', 'hooked', 'on', 'the', 'idea', 'of', 'cloud', 'based', 'home', 'control', 'so', 'yes', 'i', 'love', 'my', 'echo', 'stuff', 'but', 'i', 'did', 'create', 'a', 'isolated', 'vlan', 'on', 'my', 'home', 'network', 'to', 'run', 'the', 'devices', 'including', 'the', 'cheap', 'ones', 'that', 'require', 'you', 'to', 'sign', 'up', 'on', 'some', 'questionable', 'website', 'and', 'download', 'their', 'app', 'be', 'carful', 'with', 'these', 'people', 'entering', 'your', 'wifi', 'password', 'on', 'a', 'site', 'that\xe2\x80\x99s', 'not', 'vetted', 'and', 'your', 'location', 'when', 'the', 'app', 'askes', 'is', 'not', 'a', 'good', 'thing', 'try', 'to', 'stay', 'with', 'devices', 'that', 'work', 'directly', 'with', 'the', 'alexa', 'hub', 'with', 'no', 'thirdparty', 'app', 'amazon', 'has', 'more', 'control', 'of', 'these', 'types', 'of', 'devices', 'and', 'how', 'the', 'sensitive', 'information', 'is', 'handled']",
2503,5,2018-07-30,White  Dot,great product,1,"['great', 'product']",
2504,5,2018-07-30,Black  Dot,very helpful for playing music setting alarms and talking to you when you are lonely,1,"['very', 'helpful', 'for', 'playing', 'music', 'setting', 'alarms', 'and', 'talking', 'to', 'you', 'when', 'you', 'are', 'lonely']",
2505,5,2018-07-30,Black  Dot,easy to set up can control kasa smart plugs no problem  even the kids have figured stuff out that i would not have asked alexa like telling jokes and singing the alexa app controls my custom spark plug and my cloud cam,1,"['easy', 'to', 'set', 'up', 'can', 'control', 'kasa', 'smart', 'plugs', 'no', 'problem', 'even', 'the', 'kids', 'have', 'figured', 'stuff', 'out', 'that', 'i', 'would', 'not', 'have', 'asked', 'alexa', 'like', 'telling', 'jokes', 'and', 'singing', 'the', 'alexa', 'app', 'controls', 'my', 'custom', 'spark', 'plug', 'and', 'my', 'cloud', 'cam']",
2506,4,2018-07-30,Black  Dot,i love having alexa around the house my favorite features are her timers alarms and music especially her library of sleep sounds i got this product as a gift for my kids and they love her too she is great for reading time and timing  minutes for itthe only thing i really dont like is that she has to be plugged in to an outlet to function no ifs ands or buts i get why but it is minorly inconvenient as i have to move her from room to room or purchase more lol,1,"['i', 'love', 'having', 'alexa', 'around', 'the', 'house', 'my', 'favorite', 'features', 'are', 'her', 'timers', 'alarms', 'and', 'music', 'especially', 'her', 'library', 'of', 'sleep', 'sounds', 'i', 'got', 'this', 'product', 'as', 'a', 'gift', 'for', 'my', 'kids', 'and', 'they', 'love', 'her', 'too', 'she', 'is', 'great', 'for', 'reading', 'time', 'and', 'timing', 'minutes', 'for', 'itthe', 'only', 'thing', 'i', 'really', 'dont', 'like', 'is', 'that', 'she', 'has', 'to', 'be', 'plugged', 'in', 'to', 'an', 'outlet', 'to', 'function', 'no', 'ifs', 'ands', 'or', 'buts', 'i', 'get', 'why', 'but', 'it', 'is', 'minorly', 'inconvenient', 'as', 'i', 'have', 'to', 'move', 'her', 'from', 'room', 'to', 'room', 'or', 'purchase', 'more', 'lol']",
2507,5,2018-07-30,White  Dot,alarmbed time story universal,1,"['alarmbed', 'time', 'story', 'universal']",
2508,5,2018-07-30,Black  Dot,i am in love with alexa,1,"['i', 'am', 'in', 'love', 'with', 'alexa']",
2509,5,2018-07-30,Black  Dot,its was easy to set up,1,"['its', 'was', 'easy', 'to', 'set', 'up']",
2511,5,2018-07-30,Black  Dot,works better than anticipated this thing is awesome,1,"['works', 'better', 'than', 'anticipated', 'this', 'thing', 'is', 'awesome']",
2512,5,2018-07-30,Black  Dot,great product,1,"['great', 'product']",
2513,5,2018-07-30,Black  Dot,really like it,1,"['really', 'like', 'it']",
2514,5,2018-07-30,White  Dot,i like that it respond most of my comands great product,1,"['i', 'like', 'that', 'it', 'respond', 'most', 'of', 'my', 'comands', 'great', 'product']",
2515,1,2018-07-30,Black  Dot,the volume is very low,0,"['the', 'volume', 'is', 'very', 'low']",
2516,5,2018-07-30,White  Dot,so far i am liking it although i am probably not using it to the full capasity,1,"['so', 'far', 'i', 'am', 'liking', 'it', 'although', 'i', 'am', 'probably', 'not', 'using', 'it', 'to', 'the', 'full', 'capasity']",
2517,5,2018-07-30,Black  Dot,my new best friend im a little behind the times ive never had anything like this another alexa or google home so to me this is a super amazing useful tool i use it to play sleep sounds to sleep i use it for my amazon audible books set alarms reminders receive notifications play games with her have her tell me a short story lol its pretty fun i know some people complained about the speaker im not sure why im sure if you have an open concept house all to yourself and want to blast music no this might not blast it around loud enough but i rent a room and in my bedroom its perfect i dont have any problems with the speaker love everything about it,1,"['my', 'new', 'best', 'friend', 'im', 'a', 'little', 'behind', 'the', 'times', 'ive', 'never', 'had', 'anything', 'like', 'this', 'another', 'alexa', 'or', 'google', 'home', 'so', 'to', 'me', 'this', 'is', 'a', 'super', 'amazing', 'useful', 'tool', 'i', 'use', 'it', 'to', 'play', 'sleep', 'sounds', 'to', 'sleep', 'i', 'use', 'it', 'for', 'my', 'amazon', 'audible', 'books', 'set', 'alarms', 'reminders', 'receive', 'notifications', 'play', 'games', 'with', 'her', 'have', 'her', 'tell', 'me', 'a', 'short', 'story', 'lol', 'its', 'pretty', 'fun', 'i', 'know', 'some', 'people', 'complained', 'about', 'the', 'speaker', 'im', 'not', 'sure', 'why', 'im', 'sure', 'if', 'you', 'have', 'an', 'open', 'concept', 'house', 'all', 'to', 'yourself', 'and', 'want', 'to', 'blast', 'music', 'no', 'this', 'might', 'not', 'blast', 'it', 'around', 'loud', 'enough', 'but', 'i', 'rent', 'a', 'room', 'and', 'in', 'my', 'bedroom', 'its', 'perfect', 'i', 'dont', 'have', 'any', 'problems', 'with', 'the', 'speaker', 'love', 'everything', 'about', 'it']",
2518,4,2018-07-30,Black  Dot,wish volume was capable of going louder,1,"['wish', 'volume', 'was', 'capable', 'of', 'going', 'louder']",
2519,5,2018-07-30,Black  Dot,i love it,1,"['i', 'love', 'it']",
2520,5,2018-07-30,White  Dot,best purchase this year,1,"['best', 'purchase', 'this', 'year']",
2521,5,2018-07-30,Black  Dot,i love these i have  dots and one echo for a medium size rooms these are loud enough without external speakers although i do use external for the dots,1,"['i', 'love', 'these', 'i', 'have', 'dots', 'and', 'one', 'echo', 'for', 'a', 'medium', 'size', 'rooms', 'these', 'are', 'loud', 'enough', 'without', 'external', 'speakers', 'although', 'i', 'do', 'use', 'external', 'for', 'the', 'dots']",
2522,4,2018-07-30,Black  Dot,i really love my dots so awesome how it’s connects all my rooms but like you’ve read with other reviews they are definitely lower in volume which i’m sure if i connected it to speaker or another device it would be great but as a stand alone the volume is just ok definitely not like my tall echo and the dots don’t pick up voice as good as my tall echostill totally love them and would recommend ,1,"['i', 'really', 'love', 'my', 'dots', 'so', 'awesome', 'how', 'it\xe2\x80\x99s', 'connects', 'all', 'my', 'rooms', 'but', 'like', 'you\xe2\x80\x99ve', 'read', 'with', 'other', 'reviews', 'they', 'are', 'definitely', 'lower', 'in', 'volume', 'which', 'i\xe2\x80\x99m', 'sure', 'if', 'i', 'connected', 'it', 'to', 'speaker', 'or', 'another', 'device', 'it', 'would', 'be', 'great', 'but', 'as', 'a', 'stand', 'alone', 'the', 'volume', 'is', 'just', 'ok', 'definitely', 'not', 'like', 'my', 'tall', 'echo', 'and', 'the', 'dots', 'don\xe2\x80\x99t', 'pick', 'up', 'voice', 'as', 'good', 'as', 'my', 'tall', 'echostill', 'totally', 'love', 'them', 'and', 'would', 'recommend']",
2523,3,2018-07-30,Black  Dot,its okay but keeps dropping wifi,1,"['its', 'okay', 'but', 'keeps', 'dropping', 'wifi']",
2524,5,2018-07-30,Black  Dot,kids love it i love it,1,"['kids', 'love', 'it', 'i', 'love', 'it']",
2526,5,2018-07-30,Black  Dot,love my echo dot easy to use and set up,1,"['love', 'my', 'echo', 'dot', 'easy', 'to', 'use', 'and', 'set', 'up']",
2527,5,2018-07-30,Black  Dot,love it as i do all of my echos,1,"['love', 'it', 'as', 'i', 'do', 'all', 'of', 'my', 'echos']",
2528,5,2018-07-30,Black  Dot,excellent product ,1,"['excellent', 'product']",
2529,5,2018-07-30,Black  Dot,i love being able to control lights doors and music,1,"['i', 'love', 'being', 'able', 'to', 'control', 'lights', 'doors', 'and', 'music']",
2530,5,2018-07-30,Black  Dot,fun to interact with,1,"['fun', 'to', 'interact', 'with']",
2531,5,2018-07-30,Black  Dot,very satisfied with the product,1,"['very', 'satisfied', 'with', 'the', 'product']",
2532,5,2018-07-30,Black  Dot,we have  echos now even one in the barn great idea for when i am working with my horse can still get news flashes  my music,1,"['we', 'have', 'echos', 'now', 'even', 'one', 'in', 'the', 'barn', 'great', 'idea', 'for', 'when', 'i', 'am', 'working', 'with', 'my', 'horse', 'can', 'still', 'get', 'news', 'flashes', 'my', 'music']",
2533,3,2018-07-30,Black  Dot,i bought this for my healing room  i play continuous spa like music although alexa knows the type of music needed the device does not deliver quality sound it sounds muffled  i didnt know i had to buy speakers too,1,"['i', 'bought', 'this', 'for', 'my', 'healing', 'room', 'i', 'play', 'continuous', 'spa', 'like', 'music', 'although', 'alexa', 'knows', 'the', 'type', 'of', 'music', 'needed', 'the', 'device', 'does', 'not', 'deliver', 'quality', 'sound', 'it', 'sounds', 'muffled', 'i', 'didnt', 'know', 'i', 'had', 'to', 'buy', 'speakers', 'too']",
2534,5,2018-07-30,Black  Dot,like having the music where ever i am,1,"['like', 'having', 'the', 'music', 'where', 'ever', 'i', 'am']",
2535,3,2018-07-30,White  Dot,hard to hear had to blue tooth it to a better speaker,1,"['hard', 'to', 'hear', 'had', 'to', 'blue', 'tooth', 'it', 'to', 'a', 'better', 'speaker']",
2536,3,2018-07-30,Black  Dot,no problems works as expected could have a better speaker,1,"['no', 'problems', 'works', 'as', 'expected', 'could', 'have', 'a', 'better', 'speaker']",
2537,5,2018-07-30,Black  Dot,i love it i want to get another one very  very  soon,1,"['i', 'love', 'it', 'i', 'want', 'to', 'get', 'another', 'one', 'very', 'very', 'soon']",
2538,5,2018-07-30,White  Dot,great to have along with the echo,1,"['great', 'to', 'have', 'along', 'with', 'the', 'echo']",
2539,5,2018-07-30,Black  Dot,this is my nd echo dot and it is working just as i want it to  i have it in the bedroom and i par it with a small blue tooth speaker  last nite i went to sleep with sounds of a thunderstorm as provided by my echo dot  i am planning to have the dot turn my bedroom lamps on when i receive the smart plugs that i ordered,1,"['this', 'is', 'my', 'nd', 'echo', 'dot', 'and', 'it', 'is', 'working', 'just', 'as', 'i', 'want', 'it', 'to', 'i', 'have', 'it', 'in', 'the', 'bedroom', 'and', 'i', 'par', 'it', 'with', 'a', 'small', 'blue', 'tooth', 'speaker', 'last', 'nite', 'i', 'went', 'to', 'sleep', 'with', 'sounds', 'of', 'a', 'thunderstorm', 'as', 'provided', 'by', 'my', 'echo', 'dot', 'i', 'am', 'planning', 'to', 'have', 'the', 'dot', 'turn', 'my', 'bedroom', 'lamps', 'on', 'when', 'i', 'receive', 'the', 'smart', 'plugs', 'that', 'i', 'ordered']",
2540,5,2018-07-30,White  Dot,daughter wanted a white boombox nothing good out for  yr old  decided to go echo dot for most any request  white bt good speaker  she loved the gift and nice option for many things on the internet,1,"['daughter', 'wanted', 'a', 'white', 'boombox', 'nothing', 'good', 'out', 'for', 'yr', 'old', 'decided', 'to', 'go', 'echo', 'dot', 'for', 'most', 'any', 'request', 'white', 'bt', 'good', 'speaker', 'she', 'loved', 'the', 'gift', 'and', 'nice', 'option', 'for', 'many', 'things', 'on', 'the', 'internet']",
2541,1,2018-07-30,Black  Dot,cheap and cheap sound,0,"['cheap', 'and', 'cheap', 'sound']",
2542,4,2018-07-30,Black  Dot,this is pretty cool,1,"['this', 'is', 'pretty', 'cool']",
2543,4,2018-07-30,Black  Dot,some times alexa is a little thick but mostly good,1,"['some', 'times', 'alexa', 'is', 'a', 'little', 'thick', 'but', 'mostly', 'good']",
2544,5,2018-07-30,Black  Dot,love it don’t know what took me so long to get one — and don’t know why i didn’t get two on amazon prime day,1,"['love', 'it', 'don\xe2\x80\x99t', 'know', 'what', 'took', 'me', 'so', 'long', 'to', 'get', 'one', '\xe2\x80\x94', 'and', 'don\xe2\x80\x99t', 'know', 'why', 'i', 'didn\xe2\x80\x99t', 'get', 'two', 'on', 'amazon', 'prime', 'day']",
2545,5,2018-07-30,Black  Dot,up dated news,1,"['up', 'dated', 'news']",
2546,5,2018-07-30,Black  Dot,works like a champ,1,"['works', 'like', 'a', 'champ']",
2547,5,2018-07-30,Black  Dot,clear sound great alarm clock plays my music  what else can you ask for  oh yeah you can order what you need,1,"['clear', 'sound', 'great', 'alarm', 'clock', 'plays', 'my', 'music', 'what', 'else', 'can', 'you', 'ask', 'for', 'oh', 'yeah', 'you', 'can', 'order', 'what', 'you', 'need']",
2548,5,2018-07-30,White  Dot,love that you can use your cell phone to call echo or dot you can also use echo and dot as intercoms,1,"['love', 'that', 'you', 'can', 'use', 'your', 'cell', 'phone', 'to', 'call', 'echo', 'or', 'dot', 'you', 'can', 'also', 'use', 'echo', 'and', 'dot', 'as', 'intercoms']",
2549,5,2018-07-30,Black  Dot,love itjust like the other  i own,1,"['love', 'itjust', 'like', 'the', 'other', 'i', 'own']",
2550,5,2018-07-30,White  Dot,great price  i love my echo dot,1,"['great', 'price', 'i', 'love', 'my', 'echo', 'dot']",
2551,5,2018-07-30,Black  Dot,excellent bought another one yesterday,1,"['excellent', 'bought', 'another', 'one', 'yesterday']",
2552,5,2018-07-30,Black  Dot,works great,1,"['works', 'great']",
2553,5,2018-07-30,White  Dot,love this my daughter enjoys telling alexa what to do haha,1,"['love', 'this', 'my', 'daughter', 'enjoys', 'telling', 'alexa', 'what', 'to', 'do', 'haha']",
2554,5,2018-07-30,Black  Dot,purchased this for a discount on prime day to insert into a portable bluetooth speaker made specifically to work with echo dot works great love it now i can bring alexa out onto the patio with me and i mostly use it for music this is our rd echo product and we love them,1,"['purchased', 'this', 'for', 'a', 'discount', 'on', 'prime', 'day', 'to', 'insert', 'into', 'a', 'portable', 'bluetooth', 'speaker', 'made', 'specifically', 'to', 'work', 'with', 'echo', 'dot', 'works', 'great', 'love', 'it', 'now', 'i', 'can', 'bring', 'alexa', 'out', 'onto', 'the', 'patio', 'with', 'me', 'and', 'i', 'mostly', 'use', 'it', 'for', 'music', 'this', 'is', 'our', 'rd', 'echo', 'product', 'and', 'we', 'love', 'them']",
2555,5,2018-07-30,Black  Dot,just got my third one love them,1,"['just', 'got', 'my', 'third', 'one', 'love', 'them']",
2556,5,2018-07-30,Black  Dot,the ease in installing,1,"['the', 'ease', 'in', 'installing']",
2557,5,2018-07-30,Black  Dot,un excelente equipo inteligente al estar conectado al internet nos provee de múltiples funciones tales como el tiempohorainformación de cualquier estudio que estés realizando atrás vez del internet,1,"['un', 'excelente', 'equipo', 'inteligente', 'al', 'estar', 'conectado', 'al', 'internet', 'nos', 'provee', 'de', 'm\xc3\xbaltiples', 'funciones', 'tales', 'como', 'el', 'tiempohorainformaci\xc3\xb3n', 'de', 'cualquier', 'estudio', 'que', 'est\xc3\xa9s', 'realizando', 'atr\xc3\xa1s', 'vez', 'del', 'internet']",
2558,2,2018-07-30,Black  Dot,for the price the product is nice quality and has a few nice features so definitely no complaints there the reason why i only gave it  stars is because the echo dot is not what i thought it was going to be so that may just be buyer error first i didn’t know that the product has to be plugged in at all times to work so i really don’t like that it’s not a stand alone device also the speaker is not very loud so if you are buying it as a bluetooth speaker don’t lastly i’m sure the echo dot can do a lot but i haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own plus setting it up was awful i would definitely save the money and buy the nicer one that is actually “alexa”,0,"['for', 'the', 'price', 'the', 'product', 'is', 'nice', 'quality', 'and', 'has', 'a', 'few', 'nice', 'features', 'so', 'definitely', 'no', 'complaints', 'there', 'the', 'reason', 'why', 'i', 'only', 'gave', 'it', 'stars', 'is', 'because', 'the', 'echo', 'dot', 'is', 'not', 'what', 'i', 'thought', 'it', 'was', 'going', 'to', 'be', 'so', 'that', 'may', 'just', 'be', 'buyer', 'error', 'first', 'i', 'didn\xe2\x80\x99t', 'know', 'that', 'the', 'product', 'has', 'to', 'be', 'plugged', 'in', 'at', 'all', 'times', 'to', 'work', 'so', 'i', 'really', 'don\xe2\x80\x99t', 'like', 'that', 'it\xe2\x80\x99s', 'not', 'a', 'stand', 'alone', 'device', 'also', 'the', 'speaker', 'is', 'not', 'very', 'loud', 'so', 'if', 'you', 'are', 'buying', 'it', 'as', 'a', 'bluetooth', 'speaker', 'don\xe2\x80\x99t', 'lastly', 'i\xe2\x80\x99m', 'sure', 'the', 'echo', 'dot', 'can', 'do', 'a', 'lot', 'but', 'i', 'haven\xe2\x80\x99t', 'quite', 'figured', 'out', 'how', 'to', 'use', 'it', 'fully', 'but', 'it', 'just', 'kind', 'of', 'seems', 'like', 'an', 'unnecessary', 'device', 'to', 'own', 'plus', 'setting', 'it', 'up', 'was', 'awful', 'i', 'would', 'definitely', 'save', 'the', 'money', 'and', 'buy', 'the', 'nicer', 'one', 'that', 'is', 'actually', '\xe2\x80\x9calexa\xe2\x80\x9d']",
2559,5,2018-07-30,Black  Dot,i love this product so far only because of the few things i can do with itsuch as set a timer a reminder play music and games i dont like that to get the full enjoyment from it that you have to purchase so many things it was also very difficult to set up the directions made it sound as simple as one two three but they forgot about step four five and six i was almost ready to send to backthe app is extremely slow and it took hours to get this thing set up however depending on what you are going to be using it for i think its an ok item,1,"['i', 'love', 'this', 'product', 'so', 'far', 'only', 'because', 'of', 'the', 'few', 'things', 'i', 'can', 'do', 'with', 'itsuch', 'as', 'set', 'a', 'timer', 'a', 'reminder', 'play', 'music', 'and', 'games', 'i', 'dont', 'like', 'that', 'to', 'get', 'the', 'full', 'enjoyment', 'from', 'it', 'that', 'you', 'have', 'to', 'purchase', 'so', 'many', 'things', 'it', 'was', 'also', 'very', 'difficult', 'to', 'set', 'up', 'the', 'directions', 'made', 'it', 'sound', 'as', 'simple', 'as', 'one', 'two', 'three', 'but', 'they', 'forgot', 'about', 'step', 'four', 'five', 'and', 'six', 'i', 'was', 'almost', 'ready', 'to', 'send', 'to', 'backthe', 'app', 'is', 'extremely', 'slow', 'and', 'it', 'took', 'hours', 'to', 'get', 'this', 'thing', 'set', 'up', 'however', 'depending', 'on', 'what', 'you', 'are', 'going', 'to', 'be', 'using', 'it', 'for', 'i', 'think', 'its', 'an', 'ok', 'item']",
2560,5,2018-07-30,White  Dot,love the echo dot it’s amaxing,1,"['love', 'the', 'echo', 'dot', 'it\xe2\x80\x99s', 'amaxing']",
2561,4,2018-07-30,Black  Dot,i like to use it for listening to podcasts  i like to set up the greeting in the morning to tell me whats new  the one thing i dont like was getting it to recognize the radio station i wanted to listen to  i finally got it working but had to work through the bugs,1,"['i', 'like', 'to', 'use', 'it', 'for', 'listening', 'to', 'podcasts', 'i', 'like', 'to', 'set', 'up', 'the', 'greeting', 'in', 'the', 'morning', 'to', 'tell', 'me', 'whats', 'new', 'the', 'one', 'thing', 'i', 'dont', 'like', 'was', 'getting', 'it', 'to', 'recognize', 'the', 'radio', 'station', 'i', 'wanted', 'to', 'listen', 'to', 'i', 'finally', 'got', 'it', 'working', 'but', 'had', 'to', 'work', 'through', 'the', 'bugs']",
2562,5,2018-07-30,Black  Dot,just like its big sister the echo only smaller with slightly less audio fidelity but much lower price on amazon prime dayused in another room to add alexa to an additional room,1,"['just', 'like', 'its', 'big', 'sister', 'the', 'echo', 'only', 'smaller', 'with', 'slightly', 'less', 'audio', 'fidelity', 'but', 'much', 'lower', 'price', 'on', 'amazon', 'prime', 'dayused', 'in', 'another', 'room', 'to', 'add', 'alexa', 'to', 'an', 'additional', 'room']",
2563,5,2018-07-30,Black  Dot,it does everything  the big guy does,1,"['it', 'does', 'everything', 'the', 'big', 'guy', 'does']",
2564,5,2018-07-30,Black  Dot,great product  understands my accent,1,"['great', 'product', 'understands', 'my', 'accent']",
2565,5,2018-07-30,Black  Dot,love it cant stop using it,1,"['love', 'it', 'cant', 'stop', 'using', 'it']",
2566,5,2018-07-30,White  Dot,really like the availability to get instant music throughout the house,1,"['really', 'like', 'the', 'availability', 'to', 'get', 'instant', 'music', 'throughout', 'the', 'house']",
2568,5,2018-07-30,White  Dot,very handy in the kitchen sets timer and gives me extra help on setting oven temps,1,"['very', 'handy', 'in', 'the', 'kitchen', 'sets', 'timer', 'and', 'gives', 'me', 'extra', 'help', 'on', 'setting', 'oven', 'temps']",
2569,5,2018-07-30,Black  Dot,cool little speakeri love her alarms and connected it to my speakers and it sounds great,1,"['cool', 'little', 'speakeri', 'love', 'her', 'alarms', 'and', 'connected', 'it', 'to', 'my', 'speakers', 'and', 'it', 'sounds', 'great']",
2570,5,2018-07-30,Black  Dot,it is s great tool helping with information,1,"['it', 'is', 's', 'great', 'tool', 'helping', 'with', 'information']",
2571,1,2018-07-30,White  Dot,used twice not working,0,"['used', 'twice', 'not', 'working']",
2572,5,2018-07-30,Black  Dot,awesome piece of technology that has simplified my life great purchase,1,"['awesome', 'piece', 'of', 'technology', 'that', 'has', 'simplified', 'my', 'life', 'great', 'purchase']",
2573,3,2018-07-30,Black  Dot,i jumped on the bandwagon by purchasing an echo  i feel like there was a struggle getting connected and then three days later the device is sharing news and weather  now we use it some but have not tapped in to all options  still testing it out,1,"['i', 'jumped', 'on', 'the', 'bandwagon', 'by', 'purchasing', 'an', 'echo', 'i', 'feel', 'like', 'there', 'was', 'a', 'struggle', 'getting', 'connected', 'and', 'then', 'three', 'days', 'later', 'the', 'device', 'is', 'sharing', 'news', 'and', 'weather', 'now', 'we', 'use', 'it', 'some', 'but', 'have', 'not', 'tapped', 'in', 'to', 'all', 'options', 'still', 'testing', 'it', 'out']",
2574,4,2018-07-30,White  Dot,love alexa love the echo dot but we have trouble with the speakers when using the intercom,1,"['love', 'alexa', 'love', 'the', 'echo', 'dot', 'but', 'we', 'have', 'trouble', 'with', 'the', 'speakers', 'when', 'using', 'the', 'intercom']",
2575,5,2018-07-30,White  Dot,love it  now if i can only find the correct smart linksplug to connect this too,1,"['love', 'it', 'now', 'if', 'i', 'can', 'only', 'find', 'the', 'correct', 'smart', 'linksplug', 'to', 'connect', 'this', 'too']",
2576,4,2018-07-30,White  Dot,work pretty well,1,"['work', 'pretty', 'well']",
2577,4,2018-07-30,Black  Dot,still learning it,1,"['still', 'learning', 'it']",
2578,5,2018-07-30,White  Dot,we really love our echo dot we can get questions answered right away and play any music we can think of,1,"['we', 'really', 'love', 'our', 'echo', 'dot', 'we', 'can', 'get', 'questions', 'answered', 'right', 'away', 'and', 'play', 'any', 'music', 'we', 'can', 'think', 'of']",
